Hostname,RunList
rkeworkerlon0501i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0501j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0501k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0601a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerlon0601b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerlon0601c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerlon0601d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0601e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0601f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0601g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0601h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0601i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0601j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0601k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0201a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkermad0201b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkermad0201c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkermad0201d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0201e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0201f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0201g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0201h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0201i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0201j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0201k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkermad0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkermad0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkermad0401d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0401e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0401f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0401g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0401h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0401i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0401j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0401k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermad0501a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkermad0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkermad0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkermon0101a.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermon0101b.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkermon0101c.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2101a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerosa2101b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerosa2101c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerosa2101d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2101e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2101f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2101g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2101h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2101i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2101j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2101k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2201a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerosa2201b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerosa2201c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerosa2201d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2201e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2201f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2201g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2201h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2201i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2201j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2201k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2301a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerosa2301b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerosa2301c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerosa2301d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2301e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2301f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2301g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2301h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2301i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2301j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerosa2301k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerpar0101a.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerpar0101b.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerpar0101c.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerpar0401a.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0401b.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0401c.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0501a.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0501b.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0501c.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0501d.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0501e.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0501f.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0501g.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0501h.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0501i.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0501j.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0501k.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0601a.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0601b.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkerpar0601c.softlayer.local,"role[fabric_containers_worker_prod_bnpp]"
rkeworkersao0101a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersao0101b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersao0101c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersao0101d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0101e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0101f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0101g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0101h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0101i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0101j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0101k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersao0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersao0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersao0401d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0401e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0401f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0401g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0401h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0401i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0401j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0401k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0501a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersao0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersao0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersao0501d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0501e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0501f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0501g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0501h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0501i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0501j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersao0501k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0301a.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0301b.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0301c.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0401a.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0401b.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0401c.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0401d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0401e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0401f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0401g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0401h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0401i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0401j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersjc0401k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersng0101a.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersng0101b.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersng0101c.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersng0101d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersng0101e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersng0101f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersng0101g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersng0101h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersng0101i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersng0101j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersng0101k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0101a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersyd0101b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersyd0101c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersyd0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersyd0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersyd0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersyd0401d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0401e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0401f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0401g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0401h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0401i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0401j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0401k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0501a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersyd0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersyd0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkersyd0501d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0501e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0501f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0501g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0501h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0501i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0501j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkersyd0501k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0201a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertok0201b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertok0201c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertok0201d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0201e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0201f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0201g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0201h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0201i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0201j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0201k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertok0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertok0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertok0401d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0401e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0401f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0401g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0401h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0401i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0401j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0401k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertok0501a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertok0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertok0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertor0101a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertor0101b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertor0101c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertor0101d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0101e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0101f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0101g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0101h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0101i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0101j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0101k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertor0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertor0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertor0401d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0401e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0401f.softlayer.local,"role[fabric_containers_worker_prod]"
